"id","profile_id","name","birthdate","gsis_id"
403,2495227,"Da'Rel Scott","5/26/1988","00-0028159"
404,81294,"Brian Hoyer","10/13/1985","00-0026625"
405,2495744,"Jason Snelling","12/29/1983","00-0025631"
406,2539637,"Caleb Sturgis","8/9/1989","00-0030390"
407,2495139,"Charles Clay","2/13/1989","00-0028112"
408,2539275,"Mike Glennon","12/12/1989","00-0030520"
409,2539326,"Johnathan Franklin","10/23/1989","00-0030078"
410,2540169,"Robert Woods","4/10/1992","00-0030431"
411,2532838,"Coby Fleener","9/20/1988","00-0029697"
412,2506004,"Jerricho Cotchery","6/16/1982","00-0022811"
413,2539217,"Andre Ellington","2/3/1989","00-0030287"
414,2540154,"Keenan Allen","4/27/1992","00-0030279"
415,2540273,"Zac Stacy","4/9/1991","00-0030536"
416,89802,"Ryan Succop","9/19/1986","00-0026968"
417,2508115,"Vincent Brown","1/25/1989","00-0028020"
418,222,"Harry Douglas","9/16/1984","00-0026224"
419,2532799,"Jarrett Boykin","11/4/1989","00-0029051"
420,2533533,"Rueben Randle","5/7/1991","00-0029262"
421,497121,"Thad Lewis","11/19/1987","00-0027253"
422,2532888,"Case Keenum","2/17/1988","00-0028986"
423,2505076,"Josh McCown","7/4/1979","00-0021206"
424,2540224,"Mike James","4/13/1991","00-0030391"
425,2540202,"Kenny Stills","4/22/1992","00-0030085"
426,2506895,"Kellen Clemens","6/6/1983","00-0024264"
427,2540160,"Jordan Reed","7/3/1990","00-0030472"
428,2539205,"Terrance Williams","9/18/1989","00-0030542"
429,2539256,"Aaron Dobson","7/23/1991","00-0030540"
430,497258,"Andrew Quarless","10/6/1988","00-0027753"
431,497282,"Riley Cooper","9/9/1987","00-0027758"
432,2541768,"Timothy Wright","4/7/1990","00-0029910"
433,2532884,"Marvin Jones","3/12/1990","00-0029293"
434,2495966,"Delanie Walker","8/12/1984","00-0024389"
435,2495425,"Scott Tolzien","9/4/1987","00-0028595"
436,2495660,"Brian Leonard","2/3/1984","00-0025439"
437,2534571,"Bobby Rainey","10/16/1987","00-0029384"
438,2539936,"Dennis Johnson","2/24/1990","00-0030236"
439,2542065,"Matt McGloin","12/2/1989","00-0030419"
440,1966,"John Carlson","5/12/1984","00-0026178"
441,2535708,"Lance Dunbar","1/25/1990","00-0029004"
442,2532841,"Michael Floyd","11/27/1989","00-0029638"
443,2532853,"Ladarius Green","5/29/1990","00-0029275"
444,2495472,"Jordan Todman","2/24/1990","00-0028121"
445,2540145,"Cordarrelle Patterson","3/17/1991","00-0030578"
446,2533037,"Chris Polk","12/16/1989","00-0029438"
447,2539308,"Matt Barkley","9/8/1990","00-0030533"
448,71309,"Graham Gano","4/9/1987","00-0026858"
449,2540158,"Zach Ertz","11/10/1990","00-0030061"
450,2543498,"Brandin Cooks","9/25/1993","00-0031236"
451,2543462,"Johnny Manziel","12/6/1992","00-0031409"
452,2540151,"Justin Hunter","5/20/1991","00-0030521"
453,2543682,"Bishop Sankey","9/15/1992","00-0031413"
454,2543477,"Blake Bortles","4/28/1992","00-0031407"
455,2543583,"Devonta Freeman","3/15/1992","00-0031285"
456,2543500,"Jordan Matthews","7/16/1992","00-0031299"
457,2539291,"Markus Wheaton","2/7/1991","00-0030460"
458,2543565,"Andre Williams","8/28/1992","00-0031055"
459,2543603,"Jeremy Hill","10/20/1992","00-0031301"
460,2543475,"Marqise Lee","11/25/1991","00-0031431"
461,2543499,"Derek Carr","3/28/1991","00-0031280"
462,2543471,"Kelvin Benjamin","2/5/1991","00-0031359"
463,2542022,"Khiry Robinson","12/28/1989","00-0030348"
464,2543664,"Terrance West","1/28/1991","00-0031375"
465,2495443,"Ryan Mallett","6/5/1988","00-0028012"
466,2543468,"Mike Evans","8/21/1993","00-0031408"
467,2543743,"Carlos Hyde","9/20/1990","00-0031045"
468,2543457,"Sammy Watkins","6/14/1993","00-0031325"
469,2540148,"Tyler Eifert","9/8/1990","00-0030549"
470,2543465,"Teddy Bridgewater","11/10/1992","00-0031237"
471,2541556,"Brandon McManus","7/25/1991","00-0029822"
472,2550380,"Cody Parkey","2/19/1992","00-0030850"
473,2533046,"Dwayne Allen","2/24/1990","00-0029689"
474,497138,"Matt Asiata","7/24/1987","00-0028198"
475,2540174,"Marcus Lattimore","10/29/1991","00-0030497"
476,2540203,"Levine Toilolo","7/30/1991","00-0030443"
477,2550353,"Allen Hurns","11/12/1991","00-0030821"
478,2495211,"Niles Paul","8/9/1989","00-0028093"
479,2543600,"Alfred Blue","4/27/1991","00-0031075"
480,2540258,"Travis Kelce","10/5/1989","00-0030506"
481,2533349,"Austin Davis","6/2/1989","00-0028957"
482,2543715,"Jerick McKinnon","5/3/1992","00-0031376"
483,2533040,"Mohamed Sanu","8/22/1989","00-0029632"
484,2550189,"Isaiah Crowell","1/8/1993","00-0030656"
485,2543847,"John Brown","4/3/1990","00-0031051"
486,2543704,"Lorenzo Taliaferro","12/23/1991","00-0031066"
487,2495189,"Jeremy Kerley","11/8/1988","00-0028091"
488,2537933,"Larry Donnell","11/1/1988","00-0028838"
489,2495748,"Drew Stanton","5/7/1984","00-0025430"
490,2532933,"Brian Quick","6/5/1989","00-0029640"
491,2543466,"Eric Ebron","4/10/1993","00-0031387"
492,2550658,"Branden Oliver","5/7/1991","00-0031277"
493,89798,"Antone Smith","9/17/1985","00-0026855"
494,497242,"Clay Harbor","7/2/1987","00-0027725"
495,2543496,"Odell Beckham","11/5/1992","00-0031235"
496,2495453,"Andre Holmes","6/16/1988","00-0028263"
497,2543509,"Allen Robinson","8/24/1993","00-0031428"
498,2550325,"Chandler Catanzaro","2/26/1991","00-0030896"
499,2543605,"Zach Mettenberger","7/16/1991","00-0031266"
500,2543770,"Charles Sims","9/19/1990","00-0031390"
501,497172,"Anthony Dixon","9/24/1987","00-0027772"
502,2543502,"Tre Mason","8/6/1993","00-0031391"
503,2540211,"Gavin Escobar","2/3/1991","00-0030544"
504,2539260,"Denard Robinson","9/22/1990","00-0030547"
505,2543495,"Davante Adams","12/24/1992","00-0031381"
506,2543572,"Martavis Bryant","12/20/1991","00-0031373"
507,2533030,"Jonas Gray","6/27/1990","00-0029104"
508,2540269,"C.J. Anderson","2/10/1991","00-0029854"
509,2540020,"Theo Riddick","5/4/1991","00-0030107"
510,2543683,"Austin Seferian-Jenkins","9/29/1992","00-0031418"
511,2532864,"Dan Herron","3/21/1989","00-0029588"
512,2541161,"Latavius Murray","1/18/1990","00-0030513"
513,2541147,"Charles Johnson","2/27/1989","00-0030113"
514,2543488,"Jarvis Landry","11/28/1992","00-0031382"
515,2539315,"Stepfan Taylor","6/9/1991","00-0030282"
516,2539980,"Kerwynn Williams","6/9/1991","00-0030117"
517,2541544,"Benny Cunningham","7/7/1990","00-0029795"
518,2539322,"Christine Michael","11/9/1990","00-0030432"
519,2553117,"Jarryd Hayne","2/15/1988","00-0031493"
520,2495240,"Tyrod Taylor","8/3/1989","00-0028118"
521,2552487,"Amari Cooper","6/17/1994","00-0031544"
522,2552374,"Ameer Abdullah","6/13/1993","00-0032104"
523,2552453,"Tevin Coleman","4/16/1993","00-0032058"
524,2552461,"Duke Johnson","9/23/1993","00-0032257"
525,2552597,"Breshad Perriman","9/10/1993","00-0032054"
526,2552469,"Melvin Gordon","4/13/1993","00-0032144"
527,2552458,"Devin Funchess","5/21/1994","00-0032055"
528,2552409,"DeVante Parker","1/20/1993","00-0031547"
529,2550313,"Richard Rodgers","1/22/1992","00-0031384"
530,2552471,"T.J. Yeldon","10/2/1993","00-0032209"
531,2552466,"Marcus Mariota","10/30/1993","00-0032268"
532,2552033,"Jameis Winston","1/6/1994","00-0031503"
533,2506063,"Josh Scobee","6/23/1982","00-0022874"
534,2543801,"Jimmy Garoppolo","11/2/1991","00-0031345"
535,2552475,"Todd Gurley","8/3/1994","00-0032241"
536,2552600,"Nelson Agholor","5/24/1993","00-0031549"
537,2553435,"David Johnson","12/16/1991","00-0032187"
538,2543614,"Donte Moncrief","8/6/1993","00-0031339"
539,2540928,"Darren Fells","4/22/1986","00-0029738"
540,2550328,"Brandon Coleman","6/22/1992","00-0030801"
541,2552380,"Karlos Williams","5/4/1993","00-0032152"
542,2495469,"Dion Lewis","9/27/1990","00-0028087"
543,2540037,"Fozzy Whittaker","2/2/1989","00-0029731"
544,2532790,"Travis Benjamin","12/29/1989","00-0029269"
545,2552635,"Matt Jones","3/7/1993","00-0031939"
546,2553733,"Thomas Rawls","8/3/1993","00-0031897"
547,2550474,"Antonio Andrews","8/17/1992","00-0030789"
548,1060,"Gary Barnidge","9/22/1985","00-0026281"
549,2532903,"Rishard Matthews","10/12/1989","00-0029580"
550,2495158,"Leonard Hankerson","1/30/1989","00-0028017"
551,2553833,"Josh Lambo","11/19/1990","00-0032087"
552,2507166,"Ted Ginn","4/12/1985","00-0025396"
553,2552429,"Ty Montgomery","1/22/1993","00-0032200"
554,2550636,"Cairo Santos","11/12/1991","00-0031203"
555,2552631,"Javorius Allen","8/27/1991","00-0031577"
556,2552376,"David Cobb","6/3/1993","00-0032133"
557,2550256,"Willie Snead","10/17/1992","00-0030663"
558,2550268,"Charcandrick West","6/2/1991","00-0030668"
559,2540177,"Marquess Wilson","9/14/1992","00-0030047"
560,2539227,"Dustin Hopkins","10/1/1990","00-0030098"
561,2506122,"Benjamin Watson","12/18/1980","00-0022943"
562,2539287,"Landry Jones","4/4/1989","00-0030524"
563,2550551,"Travis Coons","2/6/1992","00-0031112"
564,2552608,"Stefon Diggs","11/29/1993","00-0031588"
565,2530660,"Kamar Aiken","5/30/1989","00-0028497"
566,2552379,"Jeremy Langford","12/6/1991","00-0031569"
567,2543773,"James White","2/3/1992","00-0031062"
568,2495461,"Shaun Draughn","12/7/1987","00-0028202"
569,2533436,"Brock Osweiler","11/22/1990","00-0029682"
570,2552582,"Jay Ajayi","6/15/1993","00-0031590"
571,2543794,"Crockett Gillmore","11/16/1991","00-0030992"
572,2553112,"Jason Myers","5/12/1991","00-0031492"
573,2540204,"Spencer Ware","11/23/1991","00-0030414"
574,2540215,"Vance McDonald","6/13/1990","00-0030470"
575,2543497,"AJ McCarron","9/13/1990","00-0031288"
576,2550545,"Chris Boswell","3/16/1991","00-0031136"
577,2552375,"Cameron Artis-Payne","6/23/1990","00-0031599"
578,238457,"Zach Miller","10/4/1984","00-0027125"
579,2556075,"Derrick Henry","7/17/1994","00-0032764"
580,2552430,"Tyler Lockett","9/28/1992","00-0032211"
581,2543491,"Paul Richardson","4/13/1992","00-0031257"
582,2555408,"Roberto Aguayo","5/17/1994","00-0033102"
583,2555224,"Ezekiel Elliott","7/22/1995","00-0033045"
584,2555346,"Will Fuller","4/16/1994","00-0033127"
585,2555295,"Sterling Shepard","2/10/1994","00-0032385"
586,2553457,"Trevor Siemian","12/26/1991","00-0032156"
587,2555259,"Carson Wentz","12/30/1992","00-0032950"
588,2555464,"DeAndre Washington","2/22/1993","00-0032940"
589,2555260,"Dak Prescott","7/29/1993","00-0033077"
590,2555223,"Devontae Booker","5/27/1992","00-0032972"
591,2555214,"Laquon Treadwell","6/14/1995","00-0032951"
592,2553913,"Tyrell Williams","2/12/1992","00-0032160"
593,2552633,"Jesse James","6/4/1994","00-0032135"
594,2556885,"Jalen Richard","10/15/1993","00-0033025"
595,2555334,"Jared Goff","10/14/1994","00-0033106"
596,2555317,"Tajae Sharpe","12/23/1994","00-0032778"
597,2555230,"Kenyan Drake","1/26/1994","00-0033118"
598,2556118,"Dwayne Washington","4/24/1994","00-0032450"
599,2556411,"Josh Ferguson","5/23/1993","00-0032377"
600,2552397,"Clive Walford","10/1/1991","00-0032256"
601,2556477,"Trevone Boykin","8/22/1993","00-0032462"
602,2555418,"Jordan Howard","11/2/1994","00-0032780"
603,2550481,"Orleans Darkwa","2/28/1992","00-0030860"
604,2540232,"Jack Doyle","5/5/1990","00-0030181"
605,2555387,"Cody Kessler","5/11/1993","00-0033104"
606,2555316,"Paxton Lynch","2/12/1994","00-0033108"
607,2555229,"Kenneth Dixon","1/21/1994","00-0032411"
608,2555341,"Hunter Henry","12/7/1994","00-0033090"
609,2555461,"Wendell Smallwood","1/20/1994","00-0032782"
610,2506546,"Derek Anderson","6/15/1983","00-0023645"
611,2555333,"Corey Coleman","7/6/1994","00-0032966"
612,2543828,"Quincy Enunwa","5/31/1992","00-0031023"
613,2535698,"Cole Beasley","4/26/1989","00-0029000"
614,2553568,"Cameron Meredith","9/21/1992","00-0031912"
615,2556370,"Michael Thomas","3/3/1993","00-0032765"
616,2556563,"Don Jackson","9/7/1993","00-0032636"
617,2553631,"Zach Zenner","9/13/1991","00-0031665"
618,2543721,"C.J. Fiedorowicz","10/22/1991","00-0031302"
619,2539663,"Mike Gillislee","11/1/1990","00-0030433"
620,2543750,"Jeff Janis","6/24/1991","00-0031001"
621,2556414,"Rob Kelley","10/3/1992","00-0032371"
622,2540011,"Chris Thompson","10/20/1990","00-0030404"
623,2556466,"Peyton Barber","6/27/1994","00-0032741"
624,2552415,"Jamison Crowder","6/17/1993","00-0031941"
625,2553439,"Mike Davis","2/19/1993","00-0032063"
626,2555417,"C.J. Prosise","5/20/1994","00-0032393"
627,2552656,"J.J. Nelson","4/24/1992","00-0032112"
628,2556601,"Wil Lutz","7/7/1994","00-0032569"
629,2530690,"DuJuan Harris","9/3/1988","00-0028409"
630,2555415,"Austin Hooper","10/29/1994","00-0032392"
631,2555460,"Paul Perkins","11/16/1994","00-0032417"
632,2550542,"Kapri Bibbs","1/10/1993","00-0031102"
633,2552369,"Bryce Petty","5/31/1991","00-0031568"
634,2550512,"Damien Williams","4/3/1992","00-0030874"
635,2556214,"Tyreek Hill","3/1/1994","00-0033040"
636,2553737,"Eli Rogers","12/23/1992","00-0031782"
637,2555466,"Tyler Boyd","11/15/1994","00-0033009"
638,2550617,"Taylor Gabriel","2/17/1991","00-0031228"
639,2550656,"Cameron Brate","7/3/1991","00-0031273"
640,2555216,"Malcolm Mitchell","7/20/1992","00-0032400"
641,2556801,"Kenneth Farrow","3/7/1993","00-0032902"
642,2558008,"Mitchell Trubisky","8/20/1994","00-0033869"
643,2558063,"Deshaun Watson","9/14/1995","00-0033537"
644,2541785,"Adam Thielen","8/22/1990","00-0030035"
645,2557917,"Kareem Hunt","8/6/1995",
646,2557848,"Corey Davis","1/11/1995","00-0033871"
647,2557983,"DeShone Kizer","1/3/1996","00-0033899"
648,2557994,"D'Onta Foreman","4/24/1996","00-0033925"
649,2555343,"Josh Doctson","12/3/1992","00-0032760"
650,2557863,"Zay Jones","3/30/1995","00-0033891"
651,2557991,"Dalvin Cook","8/10/1995","00-0033893"
652,2558918,"Matt Breida","2/28/1995","00-0033308"
653,2557997,"Christian McCaffrey","6/7/1996","00-0033280"
654,2557976,"Joe Mixon","7/24/1996","00-0033897"
655,2557973,"Leonard Fournette","1/18/1995","00-0033856"
656,2553432,"Kevin White","6/25/1992","00-0031545"
657,2556771,"Aldrick Rosas","12/30/1994","00-0032870"
658,2558138,"Samaje Perine","9/16/1995","00-0033526"
659,2558266,"George Kittle","10/9/1993","00-0033288"
660,2558204,"Jamaal Williams","4/3/1995","00-0033948"
661,2530515,"Chris Hogan","10/24/1988","00-0028237"
662,2558865,"Chris Carson","9/16/1994","00-0033594"
663,2557978,"James Conner","5/5/1995","00-0033553"
664,2558250,"Tarik Cohen","7/26/1995","00-0033556"
665,2535686,"Giorgio Tavecchio","7/16/1990","00-0028907"
666,2558123,"Marlon Mack","3/7/1996","00-0033951"
667,2558052,"Kenny Golladay","11/3/1993","00-0033932"
668,2557898,"Cooper Kupp","6/15/1993","00-0033908"
669,2558019,"Alvin Kamara","7/25/1995",
670,2555261,"Jacoby Brissett","12/11/1992","00-0033119"
671,2532887,"Jermaine Kearse","2/6/1990","00-0029159"
672,2555430,"Alex Collins","8/26/1994","00-0032426"
673,2558846,"Mike Williams","10/4/1994","00-0033536"
674,2558172,"Jake Elliott","1/21/1995","00-0033787"
675,2558116,"Aaron Jones","12/2/1994","00-0033293"
676,2557952,"Wayne Gallman","10/1/1994","00-0033950"
677,2557858,"Evan Engram","9/2/1994","00-0033881"
678,2558245,"Harrison Butker","7/14/1995","00-0033303"
679,2555473,"Ricardo Louis","3/23/1994","00-0033079"
680,2557986,"David Njoku","7/10/1996","00-0033885"
681,2555263,"Kevin Hogan","10/20/1992","00-0032784"
682,2557934,"Elijah McGuire","6/1/1994","00-0033295"
683,2552588,"Brett Hundley","6/15/1993","00-0031589"
684,2557922,"C.J. Beathard","11/16/1993","00-0033936"
685,2553895,"Adam Humphries","6/24/1993","00-0032009"
686,2555478,"Demarcus Robinson","9/21/1994","00-0032775"
687,2557856,"O.J. Howard","11/19/1994",
688,2543759,"Ryan Grant","12/19/1990","00-0031068"
689,2543640,"Tom Savage","4/26/1990","00-0031064"
690,2558149,"JuJu Smith-Schuster","11/22/1996","00-0033857"
691,2552586,"Tyler Kroft","10/15/1992","00-0032214"
692,2543533,"Patrick Murray","6/22/1991","00-0030626"
693,2556521,"Ka'imi Fairbairn","1/29/1994","00-0032726"
694,2553743,"Rod Smith","1/10/1992","00-0031900"
695,2552382,"Malcolm Brown","5/15/1993","00-0031806"
696,2556462,"Robby Anderson","5/9/1993","00-0032688"
697,2557895,"Dede Westbrook","11/21/1993","00-0033839"
698,2559169,"Austin Ekeler","5/17/1995","00-0033699"
699,2558191,"Nathan Peterman","5/4/1994","00-0033958"
700,2539265,"Rex Burkhead","7/2/1990","00-0030288"
701,2539964,"Marquise Goodwin","11/19/1990","00-0030068"
702,2559150,"Corey Clement","11/2/1994","00-0033725"
703,2556440,"J.D. McKissic","8/15/1993","00-0032602"
704,2552576,"Sean Mannion","4/25/1992","00-0032245"
705,2559248,"Ricky Seals-Jones","3/15/1995","00-0033611"
706,2550284,"Trey Burton","10/29/1991","00-0030710"
707,2556450,"Nick Rose","5/5/1994","00-0032584"
708,2559153,"Keelan Cole","4/20/1993","00-0033681"
709,2560933,"Jordan Wilkins","7/18/1994",
710,2560765,"Kerryon Johnson","6/30/1997","NULL"
711,2560733,"Royce Freeman","2/24/1996",
712,2558105,"Chris Godwin","2/27/1996","00-0033921"
713,2560813,"D.J. Moore","4/14/1997",
714,2560854,"Calvin Ridley","12/20/1994",
715,2560890,"Auden Tate","2/3/1997",
716,2560809,"Sony Michel","2/17/1995",
717,2560968,"Saquon Barkley","2/9/1997",
718,2561036,"Sam Darnold","6/5/1997",
719,2560835,"Rashaad Penny","2/2/1996",
720,2558125,"Patrick Mahomes","9/17/1995","00-0033873"
721,2561224,"Keith Kirkwood","12/26/1993",
722,2560800,"Baker Mayfield","4/14/1995",
723,2556460,"Geronimo Allison","1/18/1994","00-0032626"
724,2559947,"Phillip Lindsay","7/24/1994",
725,2561046,"Will Dissly","7/8/1996",
726,2558010,"John Ross","11/27/1995","00-0033460"
727,2560858,"Josh Rosen","2/10/1997",
728,2560836,"Dante Pettis","10/23/1995",
729,2560955,"Josh Allen","5/21/1996",
730,2560742,"Nyheim Hines","11/12/1996",
731,2561029,"Keke Coutee","1/14/1997",
732,2552559,"C.J. Uzomah","1/14/1993","00-0032134"
733,2559924,"Ito Smith","9/11/1995",
734,2561021,"Nick Chubb","12/27/1995",
735,2540243,"Brett Maher","11/21/1989","00-0030332"
736,2539289,"Kenjon Barner","4/28/1990","00-0030465"
737,2552647,"Marcus Murphy","10/3/1991","00-0031959"
738,2560888,"Courtland Sutton","10/10/1995",
739,2560738,"Chris Herndon","2/23/1996",
740,2558856,"David Moore","1/15/1995","00-0033589"
741,2558979,"Nick Mullens","3/21/1995","00-0033319"
742,2560757,"Lamar Jackson","1/7/1997",
743,2560907,"Marquez Valdes-Scantling","10/10/1994",
744,2556404,"Maurice Harris","11/11/1992","00-0032362"
745,2560949,"Josh Adams","10/29/1996",
746,2552399,"Jeff Heuerman","11/24/1992","00-0032227"
747,2541185,"Ryan Griffin","11/17/1989","00-0029857"
748,2560957,"Mark Andrews","9/6/1996",
749,2561324,"Gus Edwards","4/13/1995",
750,2558194,"Josh Reynolds","2/16/1995","00-0033943"
751,2560878,"Tre'Quan Smith","1/7/1996",
752,81284,"Chase Daniel","10/7/1986","00-0026544"
753,2560756,"Justin Jackson","4/22/1996",
754,2553667,"Matt LaCosse","9/21/1992","00-0031744"
755,2560862,"Jaylen Samuels","4/20/1996",
756,2555262,"Jeff Driskel","4/23/1993","00-0032436"
757,2560938,"Jeff Wilson","11/16/1995",
758,2560711,"Chase Edmonds","4/13/1996",
759,2560894,"Ian Thomas","6/6/1995",
760,2558066,"Curtis Samuel","8/11/1996","00-0033282"
761,2560967,"Kalen Ballage","12/22/1995",
762,2495838,"Bruce Gradkowski","1/27/1983","00-0024408"
763,735,"Davone Bess","9/13/1985","00-0026000"
764,2506096,"Roy Williams","12/20/1981","00-0022909"
765,497270,"Arrelious Benn","9/8/1988","00-0027654"
766,2500467,"Donald Driver","2/2/1975","00-0004541"
767,2505938,"Chris Cooley","7/11/1982","00-0022738"
768,2495220,"Evan Royster","11/26/1987","00-0028115"
769,2508112,"Robert Housler","3/17/1988","00-0028007"
770,2541834,"Josh Hill","5/21/1990","00-0030216"
771,2552424,"Phillip Dorsett","1/5/1993","00-0032208"
772,2552470,"Sammie Coates","3/31/1993","00-0032166"
773,2552491,"Dorial Green-Beckham","4/12/1993","00-0032218"
774,2557936,"Joe Williams","9/4/1993","00-0033286"
775,2561000,"Derrius Guice","6/21/1997",
776,2560770,"Ronald Jones II","8/3/1997",
